Age,Gender,Education_Level,Job_Title,Years_of_Experience,Salary
38,Male,Master's Degree,Marketing Director,14," 1,95,000 "
40,Female,Bachelor's Degree,Financial Manager,16," 2,15,000 "
27,Male,Bachelor's Degree,Product Designer,2," 55,000 "
32,Female,PhD,Data Scientist,9," 1,45,000 "
29,Male,Bachelor's Degree,Marketing Analyst,4," 75,000 "
33,Female,Master's Degree,Marketing Manager,9," 1,35,000 "
27,Male,Bachelor's Degree,Software Engineer,3," 80,000 "
36,Female,PhD,Research Scientist,13," 1,85,000 "
25,Male,Bachelor's Degree,Product Manager,1," 60,000 "
30,Female,Bachelor's Degree,Marketing Coordinator,5," 95,000 "
34,Male,PhD,Research Director,12," 1,70,000 "
28,Female,Bachelor's Degree,Marketing Analyst,3," 65,000 "
32,Male,Bachelor's Degree,Product Manager,7," 1,20,000 "
24,Female,High School,Receptionist,0," 25,000 "
38,Male,Master's Degree,Marketing Director,14," 1,95,000 "
40,Female,Bachelor's Degree,Financial Manager,16," 2,15,000 "
27,Male,Bachelor's Degree,Product Designer,2," 55,000 "
32,Female,PhD,Data Scientist,9," 1,45,000 "
29,Male,Bachelor's Degree,Marketing Analyst,4," 75,000 "
33,Female,Master's Degree,Marketing Manager,9," 1,35,000 "
27,Male,Bachelor's Degree,Software Engineer,3," 80,000 "
36,Female,PhD,Research Scientist,13," 1,85,000 "
25,Male,Bachelor's Degree,Product Manager,1," 60,000 "
30,Female,Bachelor's Degree,Marketing Coordinator,5," 95,000 "
34,Male,PhD,Research Director,12," 1,70,000 "
28,Female,Bachelor's Degree,Marketing Analyst,3," 65,000 "
32,Male,Bachelor's Degree,Product Manager,7," 1,20,000 "
24,Female,High School,Receptionist,0," 25,000 "
38,Male,Master's Degree,Marketing Director,14," 1,95,000 "
40,Female,Bachelor's Degree,Financial Manager,16," 2,15,000 "
27,Male,Bachelor's Degree,Product Designer,2," 55,000 "
32,Female,PhD,Data Scientist,9," 1,45,000 "
29,Male,Bachelor's Degree,Marketing Analyst,4," 75,000 "
33,Female,Master's Degree,Marketing Manager,9," 1,35,000 "
27,Male,Bachelor's Degree,Software Engineer,3," 80,000 "
36,Female,PhD,Research Scientist,13," 1,85,000 "
25,Male,Bachelor's Degree,Product Manager,1," 60,000 "
30,Female,Bachelor's Degree,Marketing Coordinator,5," 95,000 "
34,Male,PhD,Research Director,12," 1,70,000 "
28,Female,Bachelor's Degree,Marketing Analyst,3," 65,000 "
32,Male,Bachelor's Degree,Product Manager,7," 1,20,000 "
24,Female,High School,Receptionist,0," 25,000 "
38,Male,Master's Degree,Marketing Director,14," 1,95,000 "
40,Female,Bachelor's Degree,Financial Manager,16," 2,15,000 "
27,Male,Bachelor's Degree,Product Designer,2," 55,000 "
32,Female,PhD,Data Scientist,9," 1,45,000 "
29,Male,Bachelor's Degree,Marketing Analyst,4," 75,000 "
33,Female,Master's Degree,Marketing Manager,9," 1,35,000 "
27,Male,Bachelor's Degree,Software Engineer,3," 80,000 "
36,Female,PhD,Research Scientist,13," 1,85,000 "
25,Male,Bachelor's Degree,Product Manager,1," 60,000 "
30,Female,Bachelor's Degree,Marketing Coordinator,5," 95,000 "
34,Male,PhD,Research Director,12," 1,70,000 "
28,Female,Bachelor's Degree,Marketing Analyst,3," 65,000 "
32,Male,Bachelor's Degree,Product Manager,7," 1,20,000 "
24,Female,High School,Receptionist,0," 25,000 "
38,Male,Master's Degree,Marketing Director,14," 1,95,000 "
40,Female,Bachelor's Degree,Financial Manager,16," 2,15,000 "
27,Male,Bachelor's Degree,Product Designer,2," 55,000 "
32,Female,PhD,Data Scientist,9," 1,45,000 "
29,Male,Bachelor's Degree,Marketing Analyst,4," 75,000 "
29,Male,Bachelor's Degree,Sales Associate,2," 45,000 "
45,Female,Master's Degree,Sales Manager,8," 80,000 "
37,Male,PhD,Marketing Manager,7," 90,000 "
23,Female,High School,Sales Executive,1," 35,000 "
41,Male,Bachelor's Degree,Financial Manager,12," 1,20,000 "
26,Female,Bachelor's Degree,Digital Marketing Manager,4," 60,000 "
33,Male,Master's Degree,Content Marketing Manager,5," 70,000 "
28,Female,High School,Sales Representative,3," 40,000 "
50,Male,PhD,Senior Product Marketing Manager,15," 1,50,000 "
35,Female,Bachelor's Degree,Junior Sales Representative,2," 35,000 "
42,Male,Master's Degree,Director of Marketing,13," 1,30,000 "
27,Female,Bachelor's Degree,Sales Associate,1," 35,000 "
48,Male,PhD,Sales Director,18," 1,80,000 "
31,Female,High School,Financial Manager,4," 60,000 "
36,Male,Bachelor's Degree,Sales Manager,6," 75,000 "
25,Female,Master's Degree,Digital Marketing Manager,3," 50,000 "
39,Male,PhD,Marketing Manager,10," 1,00,000 "
30,Female,High School,Sales Executive,2," 40,000 "
44,Male,Bachelor's Degree,Content Marketing Manager,11," 1,10,000 "
29,Female,Master's Degree,Sales Representative,4," 55,000 "
47,Male,PhD,Senior Product Marketing Manager,17," 1,70,000 "
32,Female,Bachelor's Degree,Junior Sales Representative,3," 40,000 "
38,Male,Master's Degree,Director of Marketing,9," 95,000 "
24,Female,High School,Sales Associate,1," 35,000 "
40,Male,PhD,Sales Director,14," 1,40,000 "
34,Female,Bachelor's Degree,Financial Manager,5," 70,000 "
26,Male,Master's Degree,Digital Marketing Manager,3," 50,000 "
31,Female,PhD,Marketing Manager,6," 75,000 "
27,Male,High School,Sales Executive,2," 40,000 "
43,Female,Bachelor's Degree,Content Marketing Manager,12," 1,20,000 "
28,Male,Master's Degree,Sales Representative,2," 40,000 "
46,Female,PhD,Senior Product Marketing Manager,16," 1,60,000 "
33,Male,Bachelor's Degree,Junior Sales Representative,4," 55,000 "
39,Female,Master's Degree,Director of Marketing,10," 1,00,000 "
25,Male,High School,Sales Associate,1," 35,000 "
41,Female,Bachelor's Degree,Sales Manager,8," 80,000 "
35,Male,PhD,Marketing Manager,7," 90,000 "
23,Female,Bachelor's Degree,Sales Executive,1," 35,000 "
42,Male,Master's Degree,Financial Manager,13," 1,30,000 "
26,Female,Bachelor's Degree,Digital Marketing Manager,4," 60,000 "
32,Male,Master's Degree,Content Marketing Manager,5," 70,000 "
27,Female,High School,Sales Representative,3," 40,000 "
50,Male,PhD,Senior Product Marketing Manager,15," 1,50,000 "
36,Female,Bachelor's Degree,Junior Sales Representative,2," 35,000 "
48,Male,Master's Degree,Director of Marketing,18," 1,80,000 "
31,Female,High School,Sales Associate,2," 40,000 "
29,Male,Bachelor's Degree,Sales Director,6," 75,000 "
45,Female,PhD,Financial Manager,12," 1,20,000 "
25,Male,Master's Degree,Digital Marketing Manager,3," 50,000 "
37,Female,Bachelor's Degree,Marketing Manager,7," 90,000 "
23,Male,High School,Sales Executive,1," 35,000 "
41,Female,Bachelor's Degree,Content Marketing Manager,11," 1,10,000 "
26,Male,Master's Degree,Sales Representative,3," 45,000 "
33,Female,PhD,Senior Product Marketing Manager,5," 70,000 "
28,Male,Bachelor's Degree,Junior Sales Representative,1," 30,000 "
42,Female,Master's Degree,Director of Marketing,13," 1,30,000 "
27,Male,High School,Financial Manager,4," 60,000 "
50,Female,Bachelor's Degree,Sales Manager,15," 1,50,000 "
35,Male,PhD,Marketing Manager,8," 80,000 "
24,Female,Bachelor's Degree,Sales Executive,1," 35,000 "
46,Male,Master's Degree,Content Marketing Manager,16," 1,60,000 "
29,Female,High School,Sales Representative,2," 40,000 "
47,Male,PhD,Senior Product Marketing Manager,17," 1,70,000 "
31,Female,Bachelor's Degree,Junior Sales Representative,3," 40,000 "
38,Male,Master's Degree,Director of Marketing,9," 95,000 "
25,Female,High School,Sales Associate,1," 35,000 "
39,Male,Bachelor's Degree,Sales Director,10," 1,00,000 "
33,Female,PhD,Financial Manager,5," 70,000 "
27,Male,Master's Degree,Digital Marketing Manager,3," 50,000 "
43,Female,Bachelor's Degree,Marketing Manager,12," 1,20,000 "
28,Male,High School,Sales Executive,2," 40,000 "
31,Male,Bachelor's Degree,Sales Associate,3," 50,000 "
46,Female,Master's Degree,Marketing Manager,14," 1,40,000 "
27,Male,High School,Sales Executive,2," 40,000 "
38,Female,Bachelor's Degree,Financial Manager,10," 1,00,000 "
24,Male,PhD,Digital Marketing Manager,1," 30,000 "
33,Female,Master's Degree,Content Marketing Manager,6," 75,000 "
29,Male,High School,Sales Representative,2," 40,000 "
50,Female,Bachelor's Degree,Sales Manager,18," 1,80,000 "
35,Male,PhD,Senior Product Marketing Manager,8," 80,000 "
23,Female,Bachelor's Degree,Sales Executive,1," 35,000 "
41,Male,Master's Degree,Director of Marketing,12," 1,20,000 "
26,Female,High School,Financial Manager,3," 45,000 "
32,Male,Bachelor's Degree,Sales Director,7," 90,000 "
27,Female,PhD,Marketing Manager,4," 55,000 "
43,Male,Master's Degree,Content Marketing Manager,16," 1,60,000 "
28,Female,Bachelor's Degree,Sales Representative,2," 40,000 "
47,Male,PhD,Senior Product Marketing Manager,17," 1,70,000 "
31,Female,High School,Junior Sales Representative,3," 40,000 "
38,Male,Master's Degree,Director of Marketing,9," 95,000 "
25,Female,High School,Sales Associate,1," 35,000 "
39,Male,Bachelor's Degree,Sales Manager,11," 1,10,000 "
33,Female,PhD,Financial Manager,6," 75,000 "
27,Male,Master's Degree,Digital Marketing Manager,3," 50,000 "
43,Female,Bachelor's Degree,Marketing Manager,12," 1,20,000 "
28,Male,High School,Sales Executive,2," 40,000 "
50,Female,Master's Degree,Content Marketing Manager,15," 1,50,000 "
36,Male,Bachelor's Degree,Sales Representative,5," 70,000 "
48,Female,PhD,Senior Product Marketing Manager,19," 1,90,000 "
31,Male,High School,Junior Sales Representative,3," 40,000 "
29,Female,Bachelor's Degree,Sales Director,6," 75,000 "
45,Male,Master's Degree,Director of Marketing,14," 1,40,000 "
25,Female,High School,Sales Associate,1," 35,000 "
41,Male,Bachelor's Degree,Financial Manager,12," 1,20,000 "
35,Female,PhD,Marketing Manager,8," 80,000 "
23,Male,Bachelor's Degree,Sales Executive,1," 35,000 "
42,Female,Master's Degree,Sales Manager,13," 1,30,000 "
26,Male,High School,Digital Marketing Manager,2," 40,000 "
32,Female,Bachelor's Degree,Content Marketing Manager,7," 90,000 "
27,Male,PhD,Sales Representative,4," 55,000 "
50,Female,Master's Degree,Senior Product Marketing Manager,18," 1,80,000 "
36,Male,Bachelor's Degree,Junior Sales Representative,3," 45,000 "
48,Female,PhD,Director of Marketing,19," 1,90,000 "
31,Male,High School,Sales Associate,3," 50,000 "
29,Female,Bachelor's Degree,Financial Manager,4," 55,000 "
45,Male,Master's Degree,Marketing Manager,13," 1,30,000 "
25,Female,High School,Sales Executive,1," 35,000 "
41,Male,Bachelor's Degree,Content Marketing Manager,12," 1,20,000 "
35,Female,PhD,Senior Product Marketing Manager,9," 95,000 "
23,Male,Bachelor's Degree,Sales Representative,1," 35,000 "
42,Female,Master's Degree,Digital Marketing Manager,14," 1,40,000 "
26,Male,High School,Sales Manager,2," 40,000 "
32,Female,Bachelor's Degree,Director of Marketing,8," 80,000 "
27,Male,PhD,Marketing Manager,4," 55,000 "
50,Female,Master's Degree,Content Marketing Manager,19," 1,90,000 "
36,Male,Bachelor's Degree,Sales Director,6," 75,000 "
48,Female,PhD,Senior Product Marketing Manager,17," 1,70,000 "
31,Male,High School,Sales Associate,3," 50,000 "
29,Female,Bachelor's Degree,Financial Manager,4," 55,000 "
45,Male,Master's Degree,Marketing Manager,13," 1,30,000 "
25,Female,High School,Sales Executive,1," 35,000 "
41,Male,Bachelor's Degree,Content Marketing Manager,12," 1,20,000 "
35,Female,PhD,Senior Product Marketing Manager,9," 95,000 "
23,Male,Bachelor's Degree,Sales Representative,1," 35,000 "
42,Female,Master's Degree,Digital Marketing Manager,14," 1,40,000 "
26,Male,High School,Sales Manager,2," 40,000 "
32,Female,Bachelor's Degree,Director of Marketing,8," 80,000 "
27,Male,PhD,Marketing Manager,4," 55,000 "
50,Female,Master's Degree,Content Marketing Manager,19," 1,90,000 "
36,Male,Bachelor's Degree,Sales Director,6," 75,000 "
48,Female,PhD,Senior Product Marketing Manager,17," 1,70,000 "
31,Male,High School,Sales Associate,3," 50,000 "
29,Female,Bachelor's Degree,Financial Manager,4," 55,000 "
45,Male,Master's Degree,Marketing Manager,13," 1,30,000 "
25,Female,High School,Sales Executive,1," 35,000 "
41,Male,Bachelor's Degree,Content Marketing Manager,12," 1,20,000 "
35,Female,PhD,Senior Product Marketing Manager,9," 95,000 "
23,Male,Bachelor's Degree,Sales Representative,1," 35,000 "
42,Female,Master's Degree,Digital Marketing Manager,14," 1,40,000 "
26,Male,High School,Sales Manager,2," 40,000 "
32,Female,Bachelor's Degree,Director of Marketing,8," 80,000 "
27,Male,PhD,Marketing Manager,4," 55,000 "
50,Female,Master's Degree,Content Marketing Manager,19," 1,90,000 "
36,Male,Bachelor's Degree,Sales Director,6," 75,000 "
48,Female,PhD,Senior Product Marketing Manager,17," 1,70,000 "
31,Male,High School,Sales Associate,3," 50,000 "
29,Female,Bachelor's Degree,Financial Manager,4," 55,000 "
45,Male,Master's Degree,Marketing Manager,13," 1,30,000 "
25,Female,High School,Sales Executive,1," 35,000 "
41,Male,Bachelor's Degree,Content Marketing Manager,12," 1,20,000 "
35,Female,PhD,Senior Product Marketing Manager,9," 95,000 "
23,Male,Bachelor's Degree,Sales Representative,1," 35,000 "
42,Female,Master's Degree,Digital Marketing Manager,14," 1,40,000 "
26,Male,High School,Sales Manager,2," 40,000 "
32,Female,Bachelor's Degree,Director of Marketing,8," 80,000 "
27,Male,PhD,Marketing Manager,4," 55,000 "
50,Female,Master's Degree,Content Marketing Manager,19," 1,90,000 "
36,Male,Bachelor's Degree,Sales Director,6," 75,000 "
48,Female,PhD,Senior Product Marketing Manager,17," 1,70,000 "
31,Male,High School,Sales Associate,3," 50,000 "
29,Female,Bachelor's Degree,Financial Manager,4," 55,000 "
45,Male,Master's Degree,Marketing Manager,13," 1,30,000 "
25,Female,High School,Sales Executive,1," 35,000 "
41,Male,Bachelor's Degree,Content Marketing Manager,12," 1,20,000 "
35,Female,PhD,Senior Product Marketing Manager,9," 95,000 "
23,Male,Bachelor's Degree,Sales Representative,1," 35,000 "
42,Female,Master's Degree,Digital Marketing Manager,14," 1,40,000 "
26,Male,High School,Sales Manager,2," 40,000 "
32,Female,Bachelor's Degree,Director of Marketing,8," 80,000 "
27,Male,PhD,Marketing Manager,4," 55,000 "
50,Female,Master's Degree,Content Marketing Manager,19," 1,90,000 "
36,Male,Bachelor's Degree,Sales Director,6," 75,000 "
48,Female,PhD,Senior Product Marketing Manager,17," 1,70,000 "
31,Male,High School,Sales Associate,3," 50,000 "
29,Female,Bachelor's Degree,Financial Manager,4," 55,000 "
45,Male,Master's Degree,Marketing Manager,13," 1,30,000 "
25,Female,High School,Sales Executive,1," 35,000 "
41,Male,Bachelor's Degree,Content Marketing Manager,12," 1,20,000 "
35,Female,PhD,Senior Product Marketing Manager,9," 95,000 "
23,Male,Bachelor's Degree,Sales Representative,1," 35,000 "
42,Female,Master's Degree,Digital Marketing Manager,14," 1,40,000 "
26,Male,High School,Sales Manager,2," 40,000 "
32,Female,Bachelor's Degree,Director of Marketing,8," 80,000 "
27,Male,PhD,Marketing Manager,4," 55,000 "
50,Female,Master's Degree,Content Marketing Manager,19," 1,90,000 "
36,Male,Bachelor's Degree,Sales Director,6,
37,Male,Master's Degree,Marketing Manager,11," 1,10,000 "
26,Female,Bachelor's Degree,Sales Representative,2," 40,000 "
42,Male,PhD,Content Marketing Manager,15," 1,50,000 "
33,Female,High School,Sales Executive,4," 55,000 "
29,Male,Bachelor's Degree,Sales Manager,5," 70,000 "
45,Female,Master's Degree,Director of Marketing,16," 1,60,000 "
24,Male,High School,Sales Associate,1," 35,000 "
39,Female,Bachelor's Degree,Financial Manager,10," 1,00,000 "
31,Male,PhD,Senior Product Marketing Manager,7," 90,000 "
27,Female,Master's Degree,Digital Marketing Manager,3," 50,000 "
43,Male,Bachelor's Degree,Content Marketing Manager,14," 1,40,000 "
28,Female,High School,Sales Representative,2," 40,000 "
50,Male,PhD,Marketing Manager,18," 1,80,000 "
35,Female,Bachelor's Degree,Sales Executive,7," 90,000 "
23,Male,Bachelor's Degree,Sales Manager,1," 35,000 "
41,Female,Master's Degree,Director of Marketing,12," 1,20,000 "
26,Male,High School,Financial Manager,3," 45,000 "
32,Female,Bachelor's Degree,Sales Director,8," 80,000 "
27,Male,PhD,Marketing Manager,4," 55,000 "
50,Female,Master's Degree,Content Marketing Manager,18," 1,80,000 "
36,Male,Bachelor's Degree,Sales Representative,6," 75,000 "
48,Female,PhD,Senior Product Marketing Manager,19," 1,90,000 "
31,Male,High School,Junior Sales Representative,3," 40,000 "
29,Female,Bachelor's Degree,Sales Director,5," 70,000 "
45,Male,Master's Degree,Director of Marketing,15," 1,50,000 "
25,Female,High School,Sales Associate,1," 35,000 "
41,Male,Bachelor's Degree,Financial Manager,12," 1,20,000 "
35,Female,PhD,Marketing Manager,8," 80,000 "
23,Male,Bachelor's Degree,Sales Executive,1," 35,000 "
42,Female,Master's Degree,Sales Manager,13," 1,30,000 "
26,Male,High School,Digital Marketing Manager,2," 40,000 "
32,Female,Bachelor's Degree,Content Marketing Manager,7," 90,000 "
27,Male,PhD,Sales Representative,4," 55,000 "
50,Female,Master's Degree,Senior Product Marketing Manager,18," 1,80,000 "
36,Male,Bachelor's Degree,Junior Sales Representative,3," 45,000 "
48,Female,PhD,Director of Marketing,19," 1,90,000 "
31,Male,High School,Sales Associate,3," 50,000 "
29,Female,Bachelor's Degree,Financial Manager,4," 55,000 "
45,Male,Master's Degree,Marketing Manager,13," 1,30,000 "
25,Female,High School,Sales Executive,1," 35,000 "
41,Male,Bachelor's Degree,Content Marketing Manager,12," 1,20,000 "
35,Female,PhD,Senior Product Marketing Manager,9," 95,000 "
23,Male,Bachelor's Degree,Sales Representative,1," 35,000 "
42,Female,Master's Degree,Digital Marketing Manager,14," 1,40,000 "
26,Male,High School,Sales Manager,2," 40,000 "
32,Female,Bachelor's Degree,Director of Marketing,8," 80,000 "
27,Male,PhD,Marketing Manager,4," 55,000 "
50,Female,Master's Degree,Content Marketing Manager,19," 1,90,000 "
36,Male,Bachelor's Degree,Sales Director,6," 75,000 "
48,Female,PhD,Senior Product Marketing Manager,17," 1,70,000 "
31,Male,High School,Sales Associate,3," 50,000 "
29,Female,Bachelor's Degree,Financial Manager,4," 55,000 "
45,Male,Master's Degree,Marketing Manager,13," 1,30,000 "
25,Female,High School,Sales Executive,1," 35,000 "
41,Male,Bachelor's Degree,Content Marketing Manager,12," 1,20,000 "
35,Female,PhD,Senior Product Marketing Manager,9," 95,000 "
23,Male,Bachelor's Degree,Sales Representative,1," 35,000 "
42,Female,Master's Degree,Digital Marketing Manager,14," 1,40,000 "
26,Male,High School,Sales Manager,2," 40,000 "
32,Female,Bachelor's Degree,Director of Marketing,8," 80,000 "
27,Male,PhD,Marketing Manager,4," 55,000 "
50,Female,Master's Degree,Content Marketing Manager,19," 1,90,000 "
36,Male,Bachelor's Degree,Sales Director,6," 75,000 "
48,Female,PhD,Senior Product Marketing Manager,17," 1,70,000 "
31,Male,High School,Sales Associate,3," 50,000 "
29,Female,Bachelor's Degree,Financial Manager,4," 55,000 "
45,Male,Master's Degree,Marketing Manager,13," 1,30,000 "
25,Female,High School,Sales Executive,1," 35,000 "
41,Male,Bachelor's Degree,Content Marketing Manager,12," 1,20,000 "
35,Female,PhD,Senior Product Marketing Manager,9," 95,000 "
23,Male,Bachelor's Degree,Sales Representative,1," 35,000 "
42,Female,Master's Degree,Digital Marketing Manager,14," 1,40,000 "
26,Male,High School,Sales Manager,2," 40,000 "
32,Female,Bachelor's Degree,Director of Marketing,8," 80,000 "
27,Male,PhD,Marketing Manager,4," 55,000 "
50,Female,Master's Degree,Content Marketing Manager,19," 1,90,000 "
36,Male,Bachelor's Degree,Sales Director,6," 75,000 "
48,Female,PhD,Senior Product Marketing Manager,17," 1,70,000 "
31,Male,High School,Sales Associate,3," 50,000 "
29,Female,Bachelor's Degree,Financial Manager,4," 55,000 "
45,Male,Master's Degree,Marketing Manager,13," 1,30,000 "
